question_id,db_id,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation_TO_FILL
1265,1021,How can consolidated billing within AWS Organizations help lower overall monthly expenses?,By providing a consolidated view of monthly billing across multiple accounts,By pooling usage across multiple accounts to achieve a pricing tier discount,By automating the creation of new accounts through APIs,By leveraging service control policies (SCPs) tor centralized service management,,D,
1266,1022,Management at a large company wants to avoid long-term contracts and is interested in AWS to move from fixed costs to variable costs. What is the value proposition of AWS for this company?,Economy of scale,Pay-as-you-go pricing,Volume discounts,Cost optimization,,C,
1305,1023,Which of the following is an AWS value proportion that describes a user's ability to scale infrastructure based on demand?,Speed of innovation,Resource elasticity,Decoupled architecture,Global deployment,,B,
1288,1024,Using AWS Identity and Access Management (IAM) what can be attached to an Amazon EC2 instance to make service requests?,Group,Role,Policy,Access key,,B,
1400,1025,A VPC spans across:,AWS Regions.,Availability Zones.,edge locations.,corporate networks.,,B,
1707,1026,Which AWS service or tool provides a visualization of historical AWS spending patterns and projections of future AWS costs?,AWS Cost and Usage Report,AWS Budgets,Cost Explorer,Amazon CloudWatch,,C,
1736,1027,Which of the following is a fully managed graph database service on AWS?,Amazon Aurora,Amazon FSx,Amazon DynamoDB,Amazon Neptune,,C,
1792,1028,Which type of AWS storage is ephemeral and is deleted when an Amazon EC2 instance is stopped or terminated'',Amazon Elastic Block Store (Amazon EBS),Amazon EC2 instance store,Amazon Elastic File System (Amazon EFS),Amazon S3,,B,
1797,1029,"A Lambda function processes data before sending it to a downstream service. Each piece of data is approximately 1MB in size. After a security audit, the function is now required to encrypt the data before sending it downstream Which API call is required to perform the encryption?",Pass the data to the KMS ReEncrypt API for encryption,Use the KMS GenerateDataKeyAPi to get an encryption key,Use the KMS GeneraceDaraHeywithoutPlainTexr API to get an encryption key,Pass the data to KMS as part of the Encrypt API for encryption.,,B,
1671,1030,"A company is running and managing its own Docker environment on Amazon EC2 instances. The company wants an alternative to help manage cluster size, scheduling, and environment maintenance. Which AWS service meets these requirements?",AWS Lambda,Amazon RDS,AWS Fargate,Amazon Athena,,C,
1673,1031,A company needs to review its AWS Cloud expense history by department. Each department has its own AWS account. Which AWS feature or tool can the company use to meet this requirement?,AWS Budgets,Cost Explorer,AWS Purchase Order Management,AWS Cost Anomaly Detection,,B,
1849,1032,"A developer has created an AWS Lambda function lo provide notification through Amazon Simple Notification Service (Amazon SNS) whenever a file is uploaded to Amazon S3 that is larger than 50 MB The developer has deployed and tested the Lambda function by using the CI I However, when the event notification is added to the S3 bucket and a 3.000 MB file is uploaded, the Lambda function does not launch Which of the following is a possible reason for the Lambda function's inability to launch?",The S3 event notification does not activate for files that are larger than 1.000 MB,The resource based policy for the Lambda function does not have the required permissions to be invoked by Amazon S3,Lambda functions cannot be invoked directly from an S3 event.,The S3 bucket needs to be made public,,B,
1841,1033,A developer wants to run a PHP website with an NGINX proxy and package them as Docker containers in one environment. The developer wants a managed environment with automated provisioning and load balancing. The developer cannot change the configuration and must minimize operational overhead How should the developer build the website to meet these requirements?,"Create a new application in AWS Elastic Beanstalk that is preconfigured for a multicontamer Docker environment Upload the code, and deploy it to a web server environment.",Deploy the code on Amazon HC? instances in an Auto Scaling group behind an Application I oad Balancer,Construct an AWS Cloud Formation template that launches Amazon EC2 instances Install and configure the PHP code by using cfn helper scripts,Upload the code for the PHP website into an Amazon S3 bucket Host the website from the S3 bucket.,,A,
1274,1034,Which AWS service provides a simple and scalable shared file storage solution for use with Linuxbased AWS and on-premises servers?,Amazon S3,Amazon Glacier,Amazon EBS,Amazon EFS,,D,
1782,1035,"A company has the AWS Basic Support plan. The company needs assistance in its efforts to deploy, test, and improve its AWS environment Which form of assistance can the company use at no cost?",AWS Support API for programmatic case management,AWS technical account manager (TAM) consultation,"AWS online documentation, whitepapers. blogs. and support forums",In-person AWS training classes with an accredited instructor,,C,
1804,1036,A company is using continuous integration/continuous delivery (CI/CD) systems A developer must automate the deployment of an application software package to Amazon EC2 instances and virtual servers that run on premises Which AWS service should the developer use to meet these requirements?,AWS Cloud9,AWS CodeBuild,AWS Elastic Beanstalk,AWS CodeDeploy,,D,
1847,1037,A company has a website that is developed in PHP and is launched using AWS Elastic Beanstalk. There is a new version of the website that needs to be deployed In the Elastic Beanstalk environment. The company cannot tolerate having the website offline if an update fails Deployments must have minimal impact and rollback as soon as possible What deployment method should be used?,All at once,Rolling,Snapshots,Immutable,,D,
